acct,utc_date,num_courses_visited,total_minutes_visited,lessons_completed,projects_completed
418,2015/5/31,0,0 ,0,0
418,2015/6/1,0,0 ,0,0
418,2015/6/2,1,16 ,0,0
418,2015/6/3,1,100 ,0,0
418,2015/6/4,0,0 ,0,0
418,2015/6/5,0,0 ,0,0
418,2015/6/6,0,0 ,0,0
418,2015/6/7,0,0 ,0,0
418,2015/6/8,1,46 ,1,0
418,2015/6/9,1,4 ,0,0
418,2015/6/10,1,23 ,0,0
418,2015/6/11,0,0 ,0,0
418,2015/6/12,0,0 ,0,0
418,2015/6/13,0,0 ,0,0
418,2015/6/14,0,0 ,0,0
418,2015/6/15,0,0 ,0,0
418,2015/6/16,0,0 ,0,0
418,2015/6/17,1,174 ,1,0
418,2015/6/18,0,0 ,0,0
418,2015/6/19,1,41 ,0,0
418,2015/6/20,0,0 ,0,0
418,2015/6/21,1,67 ,1,0
418,2015/6/22,1,284 ,2,0
418,2015/6/23,1,134 ,1,0
418,2015/6/24,1,14 ,0,0
418,2015/6/25,0,0 ,0,0
418,2015/6/26,1,99 ,0,0
418,2015/6/27,1,106 ,1,0
418,2015/6/28,1,96 ,1,0
418,2015/6/29,1,41 ,0,0
418,2015/6/30,0,0 ,0,0
418,2015/7/1,0,0 ,0,0
418,2015/7/2,0,0 ,0,0
418,2015/7/3,0,0 ,0,0
418,2015/7/4,0,0 ,0,0
418,2015/7/5,0,0 ,0,0
418,2015/7/6,0,0 ,0,0
418,2015/7/7,0,0 ,0,0
418,2015/7/8,0,0 ,0,0
418,2015/7/9,0,0 ,0,0
418,2015/7/10,0,0 ,0,0
418,2015/7/11,0,0 ,0,0
418,2015/7/12,0,0 ,0,0
418,2015/7/13,0,0 ,0,0
418,2015/7/14,0,0 ,0,0
418,2015/7/15,0,0 ,0,0
418,2015/7/16,0,0 ,0,0
418,2015/7/17,0,0 ,0,0
419,2014/11/17,0,0 ,0,0
419,2014/11/18,1,67 ,0,0
419,2014/11/19,1,15 ,0,0
419,2014/11/20,0,0 ,0,0
419,2014/11/21,0,0 ,0,0
419,2014/11/22,2,79 ,0,0
419,2014/11/23,0,0 ,0,0
419,2014/11/24,0,0 ,0,0
419,2014/11/25,0,0 ,0,0
419,2014/11/26,1,11 ,0,0
419,2014/11/27,2,107 ,1,0
419,2014/11/28,0,0 ,0,0
419,2014/11/29,1,238 ,1,0
419,2014/11/30,1,90 ,0,0
419,2014/12/1,0,0 ,0,0
419,2014/12/2,1,58 ,1,0
419,2014/12/3,1,118 ,1,0
419,2014/12/4,0,0 ,0,0
419,2014/12/5,0,0 ,0,0
419,2014/12/6,0,0 ,0,0
419,2014/12/7,0,0 ,0,0
419,2014/12/8,0,0 ,0,0
419,2014/12/9,0,0 ,0,0
419,2014/12/10,0,0 ,0,0
419,2014/12/11,0,0 ,0,0
419,2014/12/12,0,0 ,0,0
419,2014/12/13,0,0 ,0,0
419,2014/12/14,0,0 ,0,0
419,2014/12/15,0,0 ,0,0
419,2014/12/16,0,0 ,0,0
419,2014/12/17,0,0 ,0,0
419,2014/12/18,0,0 ,0,0
419,2014/12/19,1,87 ,0,0
419,2014/12/20,1,106 ,0,0
419,2014/12/21,1,65 ,0,0
419,2014/12/22,1,167 ,1,0
419,2014/12/23,1,81 ,1,0
419,2014/12/24,1,65 ,0,0
419,2014/12/25,1,44 ,1,0
419,2014/12/26,0,0 ,0,0
419,2014/12/27,1,145 ,1,0
419,2014/12/28,1,32 ,0,0
419,2014/12/29,2,79 ,1,0
419,2014/12/30,1,160 ,0,0
419,2014/12/31,1,78 ,0,0
419,2015/1/1,0,0 ,0,0
419,2015/1/2,0,0 ,0,0
419,2015/1/3,0,0 ,0,0
419,2015/1/4,1,37 ,0,0
419,2015/1/5,0,0 ,0,0
419,2015/1/6,0,0 ,0,0
419,2015/1/7,0,0 ,0,0
419,2015/1/8,0,0 ,0,0
419,2015/1/9,0,0 ,0,0
419,2015/1/10,0,0 ,0,0
419,2015/1/11,0,0 ,0,0
419,2015/1/12,1,7 ,0,0
419,2015/1/13,3,40 ,0,0
419,2015/1/14,0,0 ,0,0
419,2015/1/15,1,25 ,0,0
419,2015/1/16,1,43 ,0,0
419,2015/1/17,1,48 ,1,0
419,2015/1/18,1,12 ,0,0
419,2015/1/19,1,4 ,1,0
419,2015/1/20,0,0 ,0,0
419,2015/1/21,0,0 ,0,0
419,2015/1/22,0,0 ,0,0
419,2015/1/23,0,0 ,0,0
419,2015/1/24,0,0 ,0,0
419,2015/1/25,0,0 ,0,0
419,2015/1/26,0,0 ,0,0
419,2015/1/27,0,0 ,0,0
419,2015/1/28,0,0 ,0,0
419,2015/1/29,0,0 ,0,0
419,2015/1/30,0,0 ,0,0
419,2015/1/31,0,0 ,0,0
419,2015/2/1,0,0 ,0,0
419,2015/2/2,0,0 ,0,0
419,2015/2/3,0,0 ,0,0
419,2015/2/4,0,0 ,0,0
419,2015/2/5,0,0 ,0,0
419,2015/2/6,0,0 ,0,0
419,2015/2/7,0,0 ,0,0
419,2015/2/8,0,0 ,0,0
419,2015/2/9,0,0 ,0,0
419,2015/2/10,0,0 ,0,0
419,2015/2/11,0,0 ,0,0
419,2015/2/12,0,0 ,0,0
419,2015/2/13,0,0 ,0,0
419,2015/2/14,0,0 ,0,0
419,2015/2/15,0,0 ,0,0
419,2015/2/16,0,0 ,0,0
419,2015/2/17,0,0 ,0,0
419,2015/2/18,0,0 ,0,0
419,2015/2/19,1,19 ,0,0
419,2015/2/20,0,0 ,0,0
419,2015/2/21,0,0 ,0,0
419,2015/2/22,0,0 ,0,0
419,2015/2/23,0,0 ,0,0
419,2015/2/24,0,0 ,0,0
419,2015/2/25,0,0 ,0,0
419,2015/2/26,0,0 ,0,0
419,2015/2/27,0,0 ,0,0
419,2015/2/28,0,0 ,0,0
419,2015/3/1,0,0 ,0,0
419,2015/3/2,0,0 ,0,0
419,2015/3/3,0,0 ,0,0
419,2015/3/4,0,0 ,0,0
419,2015/3/5,1,87 ,0,0
419,2015/3/6,1,93 ,1,0
419,2015/3/7,0,0 ,0,0
419,2015/3/8,1,60 ,1,0
419,2015/3/9,1,32 ,1,0
419,2015/3/10,0,0 ,0,0
419,2015/3/11,0,0 ,0,0
419,2015/3/12,0,0 ,0,0
419,2015/3/13,0,0 ,0,0
419,2015/3/14,0,0 ,0,0
419,2015/3/15,1,7 ,0,0
419,2015/3/16,0,0 ,0,0
419,2015/3/17,1,19 ,0,0
419,2015/3/18,0,0 ,0,0
419,2015/3/19,1,46 ,0,0
419,2015/3/20,1,45 ,1,0
419,2015/3/21,0,0 ,0,0
419,2015/3/22,0,0 ,0,0
419,2015/3/23,0,0 ,0,0
419,2015/3/24,0,0 ,0,0
419,2015/3/25,0,0 ,0,0
419,2015/3/26,0,0 ,0,0
419,2015/3/27,0,0 ,0,0
419,2015/3/28,0,0 ,0,0
419,2015/3/29,0,0 ,0,0
419,2015/3/30,0,0 ,0,0
419,2015/3/31,0,0 ,0,0
419,2015/4/1,0,0 ,0,0
419,2015/4/2,0,0 ,0,0
419,2015/4/3,0,0 ,0,0
419,2015/4/4,0,0 ,0,0
419,2015/4/5,0,0 ,0,0
419,2015/4/6,0,0 ,0,0
419,2015/4/7,1,83 ,1,0
419,2015/4/8,0,0 ,0,0
419,2015/4/9,0,0 ,0,0
419,2015/4/10,1,9 ,0,0
419,2015/4/11,0,0 ,0,0
419,2015/4/12,1,69 ,1,0
419,2015/4/13,1,67 ,0,0
419,2015/4/14,0,0 ,0,0
419,2015/4/15,0,0 ,0,0
419,2015/4/16,0,0 ,0,0
419,2015/4/17,0,0 ,0,0
419,2015/4/18,0,0 ,0,0
419,2015/4/19,0,0 ,0,0
419,2015/4/20,0,0 ,0,0
419,2015/4/21,0,0 ,0,0
419,2015/4/22,1,105 ,1,0
419,2015/4/23,0,0 ,0,1
419,2015/4/24,0,0 ,0,0
419,2015/4/25,1,89 ,1,0
419,2015/4/26,0,0 ,0,0
419,2015/4/27,0,0 ,0,0
419,2015/4/28,1,57 ,0,0
419,2015/4/29,0,0 ,0,0
419,2015/4/30,0,0 ,0,0
419,2015/5/1,1,49 ,0,0
419,2015/5/2,1,32 ,0,0
419,2015/5/3,0,0 ,0,0
419,2015/5/4,0,0 ,0,0
419,2015/5/5,0,0 ,0,0
419,2015/5/6,1,16 ,0,0
419,2015/5/7,0,0 ,0,0
419,2015/5/8,0,0 ,0,0
419,2015/5/9,0,0 ,0,0
419,2015/5/10,0,0 ,0,0
419,2015/5/11,0,0 ,0,0
419,2015/5/12,0,0 ,0,0
419,2015/5/13,0,0 ,0,0
419,2015/5/14,0,0 ,0,0
419,2015/5/15,0,0 ,0,0
419,2015/5/16,1,24 ,0,0
419,2015/5/17,0,0 ,0,0
419,2015/5/18,0,0 ,0,0
419,2015/5/19,0,0 ,0,0
419,2015/5/20,0,0 ,0,0
419,2015/5/21,0,0 ,0,0
419,2015/5/22,1,3 ,0,0
419,2015/5/23,0,0 ,0,0
419,2015/5/24,0,0 ,0,0
419,2015/5/25,0,0 ,0,0
419,2015/5/26,0,0 ,0,0
419,2015/5/27,0,0 ,0,0
419,2015/5/28,0,0 ,0,0
419,2015/5/29,0,0 ,0,0
419,2015/5/30,0,0 ,0,0
419,2015/5/31,0,0 ,0,0
419,2015/6/1,0,0 ,0,0
419,2015/6/2,0,0 ,0,0
419,2015/6/3,0,0 ,0,0
419,2015/6/4,1,5 ,0,0
419,2015/6/5,0,0 ,0,0
419,2015/6/6,0,0 ,0,0
419,2015/6/7,0,0 ,0,0
419,2015/6/8,0,0 ,0,0
419,2015/6/9,0,0 ,0,0
419,2015/6/10,0,0 ,0,0
419,2015/6/11,0,0 ,0,0
419,2015/6/12,0,0 ,0,0
419,2015/6/13,0,0 ,0,0
419,2015/6/14,0,0 ,0,0
419,2015/6/15,0,0 ,0,0
419,2015/6/16,0,0 ,0,0
419,2015/6/17,0,0 ,0,0
419,2015/6/18,0,0 ,0,0
419,2015/6/19,0,0 ,0,0
419,2015/6/20,0,0 ,0,0
419,2015/6/21,0,0 ,0,0
419,2015/6/22,0,0 ,0,0
419,2015/6/23,0,0 ,0,0
419,2015/6/24,0,0 ,0,0
419,2015/6/25,0,0 ,0,0
419,2015/6/26,0,0 ,0,0
419,2015/6/27,0,0 ,0,0
419,2015/6/28,0,0 ,0,0
419,2015/6/29,0,0 ,0,0
419,2015/6/30,0,0 ,0,0
419,2015/7/1,0,0 ,0,0
419,2015/7/2,0,0 ,0,0
419,2015/7/3,0,0 ,0,0
419,2015/7/4,0,0 ,0,0
419,2015/7/5,0,0 ,0,0
419,2015/7/6,0,0 ,0,0
419,2015/7/7,0,0 ,0,0
419,2015/7/8,0,0 ,0,0
419,2015/7/9,0,0 ,0,0
419,2015/7/10,0,0 ,0,0
419,2015/7/11,0,0 ,0,0
419,2015/7/12,0,0 ,0,0
419,2015/7/13,0,0 ,0,0
419,2015/7/14,0,0 ,0,0
419,2015/7/15,0,0 ,0,0
419,2015/7/16,0,0 ,0,0
419,2015/7/17,0,0 ,0,0
419,2015/7/18,0,0 ,0,0
419,2015/7/19,0,0 ,0,0
419,2015/7/20,0,0 ,0,0
419,2015/7/21,0,0 ,0,0
419,2015/7/22,0,0 ,0,0
419,2015/7/23,0,0 ,0,0
419,2015/7/24,0,0 ,0,0
419,2015/7/25,0,0 ,0,0
419,2015/7/27,0,0 ,0,0
419,2015/7/28,0,0 ,0,0
419,2015/7/29,0,0 ,0,0
419,2015/7/30,0,0 ,0,0
419,2015/7/31,0,0 ,0,0
419,2015/8/1,0,0 ,0,0
419,2015/8/2,0,0 ,0,0
419,2015/8/3,0,0 ,0,0
419,2015/8/4,0,0 ,0,0
419,2015/8/5,0,0 ,0,0
419,2015/8/6,1,7 ,0,0
419,2015/8/7,0,0 ,0,0
420,2014/11/10,2,30 ,0,0
420,2014/11/11,0,0 ,0,0
420,2014/11/12,2,31 ,2,0
420,2014/11/13,0,0 ,0,0
420,2014/11/14,0,0 ,0,0
420,2014/11/15,1,36 ,0,0
420,2014/11/16,0,0 ,0,0
420,2014/11/17,0,0 ,0,0
420,2014/11/18,0,0 ,0,0
420,2014/11/19,1,65 ,0,0
420,2014/11/20,0,0 ,0,0
420,2014/11/21,0,0 ,0,0
420,2014/11/22,0,0 ,0,0
420,2014/11/23,0,0 ,0,0
420,2014/11/24,0,0 ,0,0
420,2014/11/25,0,0 ,0,0
420,2014/11/26,1,51 ,0,0
420,2014/11/27,2,81 ,1,0
420,2014/11/28,1,18 ,0,0
420,2014/11/29,1,133 ,0,0
420,2014/11/30,0,0 ,0,0
420,2014/12/1,0,0 ,0,0
420,2014/12/2,0,0 ,0,0
420,2014/12/3,0,0 ,0,0
420,2014/12/4,0,0 ,0,0
420,2014/12/5,0,0 ,0,0
420,2014/12/6,0,0 ,0,0
420,2014/12/7,0,0 ,0,0
420,2014/12/8,0,0 ,0,0
420,2014/12/9,0,0 ,0,0
420,2014/12/10,0,0 ,0,0
420,2014/12/11,0,0 ,0,0
420,2014/12/12,0,0 ,0,0
420,2014/12/13,0,0 ,0,0
420,2014/12/14,0,0 ,0,0
420,2014/12/15,0,0 ,0,0
420,2014/12/16,0,0 ,0,0
420,2014/12/17,0,0 ,0,0
420,2014/12/18,0,0 ,0,0
420,2014/12/19,0,0 ,0,0
420,2014/12/20,0,0 ,0,0
420,2014/12/21,0,0 ,0,0
420,2014/12/22,1,6 ,0,0
420,2014/12/23,2,168 ,0,0
420,2014/12/24,1,4 ,0,0
420,2014/12/25,0,0 ,0,0
420,2014/12/26,0,0 ,0,0
420,2014/12/27,0,0 ,0,0
420,2014/12/28,0,0 ,0,0
420,2014/12/29,0,0 ,0,0
420,2014/12/30,0,0 ,0,0
420,2014/12/31,0,0 ,0,0
420,2015/1/1,0,0 ,0,0
420,2015/1/2,0,0 ,0,0
420,2015/1/3,1,11 ,0,0
420,2015/1/4,0,0 ,0,0
420,2015/1/5,0,0 ,0,0
420,2015/1/6,1,120 ,1,0
420,2015/1/7,0,0 ,0,0
420,2015/1/8,1,128 ,1,0
420,2015/1/9,1,48 ,2,0
420,2015/1/10,0,0 ,0,0
420,2015/1/11,0,0 ,0,0
420,2015/1/12,0,0 ,0,0
420,2015/1/13,0,0 ,0,0
420,2015/1/14,0,0 ,0,0
420,2015/1/15,1,112 ,0,0
420,2015/1/16,0,0 ,0,0
420,2015/1/17,0,0 ,0,0
420,2015/1/18,0,0 ,0,0
420,2015/1/19,0,0 ,0,0
420,2015/1/20,0,0 ,0,0
420,2015/1/21,1,82 ,1,0
420,2015/1/22,1,69 ,1,0
420,2015/1/23,0,0 ,0,0
420,2015/1/24,0,0 ,0,0
420,2015/1/25,0,0 ,0,0
420,2015/1/26,0,0 ,0,0
420,2015/1/27,0,0 ,0,0
420,2015/1/28,1,81 ,1,1
420,2015/1/29,0,0 ,0,0
420,2015/1/30,0,0 ,0,0
420,2015/1/31,0,0 ,0,0
420,2015/2/1,0,0 ,0,0
420,2015/2/2,0,0 ,0,0
420,2015/2/3,0,0 ,0,0
420,2015/2/4,0,0 ,0,0
420,2015/2/5,0,0 ,0,0
420,2015/2/6,0,0 ,0,0
420,2015/2/7,0,0 ,0,0
420,2015/2/8,0,0 ,0,0
420,2015/2/9,0,0 ,0,0
420,2015/2/10,1,52 ,1,0
420,2015/2/11,0,0 ,0,0
420,2015/2/12,1,25 ,0,0
420,2015/2/13,2,115 ,2,0
420,2015/2/14,1,119 ,1,0
420,2015/2/15,0,0 ,0,0
420,2015/2/16,0,0 ,0,0
420,2015/2/17,0,0 ,0,0
420,2015/2/18,0,0 ,0,0
420,2015/2/19,1,52 ,1,0
420,2015/2/20,0,0 ,0,0
420,2015/2/21,0,0 ,0,0
420,2015/2/22,0,0 ,0,0
420,2015/2/23,0,0 ,0,0
420,2015/2/24,1,104 ,1,0
420,2015/2/25,1,40 ,0,0
420,2015/2/26,0,0 ,0,0
420,2015/2/27,0,0 ,0,0
420,2015/2/28,0,0 ,0,0
420,2015/3/1,0,0 ,0,0
420,2015/3/2,0,0 ,0,0
420,2015/3/3,0,0 ,0,0
420,2015/3/4,0,0 ,0,0
420,2015/3/5,0,0 ,0,0
420,2015/3/6,1,48 ,1,0
420,2015/3/7,0,0 ,0,0
420,2015/3/8,2,36 ,0,0
420,2015/3/9,1,8 ,0,0
420,2015/3/10,2,40 ,0,0
420,2015/3/11,0,0 ,0,0
420,2015/3/12,0,0 ,0,0
420,2015/3/13,0,0 ,0,0
420,2015/3/14,0,0 ,0,0
420,2015/3/15,0,0 ,0,0
420,2015/3/16,1,9 ,0,0
420,2015/3/17,0,0 ,0,0
420,2015/3/18,0,0 ,0,0
420,2015/3/19,0,0 ,0,0
420,2015/3/20,0,0 ,0,0
420,2015/3/21,0,0 ,0,0
420,2015/3/22,0,0 ,0,0
420,2015/3/23,1,30 ,0,0
420,2015/3/24,0,0 ,0,0
420,2015/3/25,1,120 ,1,0
420,2015/3/26,0,0 ,0,0
420,2015/3/27,0,0 ,0,0
420,2015/3/28,0,0 ,0,0
420,2015/3/29,2,323 ,6,0
420,2015/3/30,2,150 ,1,0
420,2015/3/31,1,10 ,0,0
420,2015/4/1,0,0 ,0,0
420,2015/4/2,0,0 ,0,0
420,2015/4/3,0,0 ,0,0
420,2015/4/4,1,106 ,2,0
420,2015/4/5,0,0 ,0,0
420,2015/4/6,2,63 ,1,1
420,2015/4/7,0,0 ,0,0
420,2015/4/8,0,0 ,0,0
420,2015/4/9,1,190 ,2,0
420,2015/4/10,0,0 ,0,0
420,2015/4/11,0,0 ,0,0
420,2015/4/12,0,0 ,0,0
420,2015/4/13,0,0 ,0,0
420,2015/4/14,0,0 ,0,0
420,2015/4/15,0,0 ,0,0
420,2015/4/16,0,0 ,0,0
420,2015/4/17,0,0 ,0,0
420,2015/4/18,2,159 ,1,0
420,2015/4/19,0,0 ,0,0
420,2015/4/20,0,0 ,0,0
420,2015/4/21,0,0 ,0,0
420,2015/4/22,0,0 ,0,0
420,2015/4/23,0,0 ,0,0
420,2015/4/24,1,52 ,0,0
420,2015/4/25,0,0 ,0,0
420,2015/4/26,0,0 ,0,0
420,2015/4/27,0,0 ,0,0
420,2015/4/28,0,0 ,0,0
420,2015/4/29,0,0 ,0,0
420,2015/4/30,1,33 ,0,0
420,2015/5/1,1,66 ,1,0
420,2015/5/2,0,0 ,0,0
420,2015/5/3,0,0 ,0,0
420,2015/5/4,0,0 ,0,0
420,2015/5/5,0,0 ,0,0
420,2015/5/6,0,0 ,0,0
420,2015/5/7,0,0 ,0,0
420,2015/5/8,0,0 ,0,0
420,2015/5/9,0,0 ,0,0
420,2015/5/10,0,0 ,0,0
420,2015/5/11,0,0 ,0,0
420,2015/5/12,0,0 ,0,0
420,2015/5/13,0,0 ,0,0
420,2015/5/14,0,0 ,0,0
420,2015/5/15,0,0 ,0,0
420,2015/5/16,0,0 ,0,0
420,2015/5/17,0,0 ,0,0
420,2015/5/18,0,0 ,0,0
420,2015/5/19,0,0 ,0,0
420,2015/5/20,0,0 ,0,0
420,2015/5/21,0,0 ,0,0
420,2015/5/22,0,0 ,0,0
420,2015/5/23,0,0 ,0,0
420,2015/5/24,0,0 ,0,0
420,2015/5/25,0,0 ,0,0
420,2015/5/26,0,0 ,0,0
420,2015/5/27,0,0 ,0,0
420,2015/5/28,0,0 ,0,0
420,2015/5/29,0,0 ,0,0
420,2015/5/30,0,0 ,0,0
420,2015/5/31,0,0 ,0,0
420,2015/6/1,0,0 ,0,0
420,2015/6/2,0,0 ,0,0
420,2015/6/3,0,0 ,0,0
420,2015/6/4,0,0 ,0,0
420,2015/6/5,0,0 ,0,0
420,2015/6/6,0,0 ,0,0
420,2015/6/7,0,0 ,0,0
420,2015/6/8,0,0 ,0,0
420,2015/6/9,0,0 ,0,0
420,2015/6/10,0,0 ,0,0
420,2015/6/11,0,0 ,0,0
420,2015/6/12,0,0 ,0,0
420,2015/6/13,0,0 ,0,0
420,2015/6/14,0,0 ,0,0
420,2015/6/15,0,0 ,0,0
420,2015/6/16,0,0 ,0,0
420,2015/6/17,0,0 ,0,0
420,2015/6/18,0,0 ,0,0
420,2015/6/19,0,0 ,0,0
420,2015/6/20,0,0 ,0,0
420,2015/6/21,0,0 ,0,0
420,2015/6/22,0,0 ,0,0
420,2015/6/23,0,0 ,0,0
420,2015/6/24,0,0 ,0,0
420,2015/6/25,0,0 ,0,0
420,2015/6/26,0,0 ,0,0
420,2015/6/27,0,0 ,0,0
420,2015/6/28,0,0 ,0,0
420,2015/6/29,0,0 ,0,0
420,2015/6/30,0,0 ,0,0
420,2015/7/1,0,0 ,0,0
420,2015/7/2,0,0 ,0,0
420,2015/7/3,0,0 ,0,0
420,2015/7/4,0,0 ,0,0
420,2015/7/5,0,0 ,0,0
420,2015/7/6,0,0 ,0,0
420,2015/7/7,0,0 ,0,0
420,2015/7/8,0,0 ,0,0
420,2015/7/9,0,0 ,0,0
420,2015/7/10,0,0 ,0,0
420,2015/7/11,0,0 ,0,0
420,2015/7/12,0,0 ,0,0
420,2015/7/13,0,0 ,0,0
420,2015/7/14,0,0 ,0,0
420,2015/7/15,0,0 ,0,0
420,2015/7/16,0,0 ,0,0
420,2015/7/17,0,0 ,0,0
420,2015/7/18,0,0 ,0,0
420,2015/7/19,0,0 ,0,0
420,2015/7/20,0,0 ,0,0
420,2015/7/21,0,0 ,0,0
420,2015/7/22,0,0 ,0,0
420,2015/7/23,0,0 ,0,0
420,2015/7/24,0,0 ,0,0
420,2015/7/25,0,0 ,0,0
420,2015/7/27,0,0 ,0,0
420,2015/7/28,1,19 ,0,0
420,2015/7/29,0,0 ,0,0
420,2015/7/30,0,0 ,0,0
420,2015/7/31,0,0 ,0,0
420,2015/8/1,0,0 ,0,0
420,2015/8/2,0,0 ,0,0
420,2015/8/3,0,0 ,0,0
420,2015/8/4,0,0 ,0,0
420,2015/8/5,0,0 ,0,0
420,2015/8/6,0,0 ,0,0
420,2015/8/7,0,0 ,0,0
420,2015/8/8,0,0 ,0,0
420,2015/8/9,0,0 ,0,0
420,2015/8/10,0,0 ,0,0
420,2015/8/11,0,0 ,0,0
420,2015/8/12,0,0 ,0,0
420,2015/8/13,0,0 ,0,0
420,2015/8/14,0,0 ,0,0
420,2015/8/15,0,0 ,0,0
420,2015/8/16,0,0 ,0,0
420,2015/8/17,1,4 ,0,0
420,2015/8/18,1,21 ,0,0
420,2015/8/19,0,0 ,0,0
420,2015/8/20,0,0 ,0,1
420,2015/8/21,0,0 ,0,0
420,2015/8/22,0,0 ,0,0
420,2015/8/23,0,0 ,0,0
420,2015/8/24,0,0 ,0,0
420,2015/8/25,0,0 ,0,0
420,2015/8/26,0,0 ,0,0
420,2015/8/27,0,0 ,0,0
421,2015/1/8,2,357 ,2,0
421,2015/1/9,0,0 ,0,0
421,2015/1/10,0,0 ,0,0
421,2015/1/11,0,0 ,0,0
421,2015/1/12,0,0 ,0,0
421,2015/1/13,0,0 ,0,0
421,2015/1/14,0,0 ,0,0
421,2015/1/15,1,197 ,1,0
421,2015/1/16,0,0 ,0,0
421,2015/1/17,0,0 ,0,0
421,2015/1/18,0,0 ,0,0
421,2015/1/19,0,0 ,0,0
421,2015/1/20,0,0 ,0,0
421,2015/1/21,0,0 ,0,0
421,2015/1/22,0,0 ,0,0
421,2015/1/23,0,0 ,0,0
421,2015/1/24,0,0 ,0,0
421,2015/1/25,0,0 ,0,0
421,2015/1/26,0,0 ,0,0
421,2015/1/27,0,0 ,0,0
421,2015/1/28,0,0 ,0,0
421,2015/1/29,1,386 ,3,0
421,2015/1/30,0,0 ,0,0
421,2015/1/31,0,0 ,0,0
421,2015/2/1,0,0 ,0,0
421,2015/2/2,0,0 ,0,0
421,2015/2/3,0,0 ,0,0
421,2015/2/4,0,0 ,0,0
421,2015/2/5,2,448 ,3,0
421,2015/2/6,0,0 ,0,0
421,2015/2/7,0,0 ,0,0
421,2015/2/8,0,0 ,0,0
421,2015/2/9,0,0 ,0,0
421,2015/2/10,0,0 ,0,0
421,2015/2/11,0,0 ,0,0
421,2015/2/12,2,162 ,0,0
421,2015/2/13,0,0 ,0,0
421,2015/2/14,0,0 ,0,0
421,2015/2/15,0,0 ,0,0
421,2015/2/16,0,0 ,0,0
421,2015/2/17,0,0 ,0,0
421,2015/2/18,0,0 ,0,0
421,2015/2/19,1,6 ,0,0
421,2015/2/20,0,0 ,0,0
421,2015/2/21,0,0 ,0,0
421,2015/2/22,0,0 ,0,0
421,2015/2/23,0,0 ,0,0
421,2015/2/24,0,0 ,0,0
421,2015/2/25,0,0 ,0,0
421,2015/2/26,0,0 ,0,0
421,2015/2/27,0,0 ,0,0
421,2015/2/28,0,0 ,0,0
421,2015/3/1,0,0 ,0,0
421,2015/3/2,0,0 ,0,0
421,2015/3/3,1,13 ,0,0
421,2015/3/4,0,0 ,0,0
421,2015/3/5,1,372 ,4,0
421,2015/3/6,0,0 ,0,0
421,2015/3/7,0,0 ,0,0
421,2015/3/8,0,0 ,0,0
421,2015/3/9,0,0 ,0,0
421,2015/3/10,0,0 ,0,1
421,2015/3/11,0,0 ,0,0
421,2015/3/12,0,0 ,0,0
421,2015/3/13,0,0 ,0,0
421,2015/3/14,0,0 ,0,0
421,2015/3/15,0,0 ,0,0
421,2015/3/16,0,0 ,0,0
421,2015/3/17,0,0 ,0,0
421,2015/3/18,0,0 ,0,0
421,2015/3/19,1,303 ,3,0
421,2015/3/20,0,0 ,0,0
421,2015/3/21,0,0 ,0,0
421,2015/3/22,0,0 ,0,0
421,2015/3/23,0,0 ,0,0
421,2015/3/24,0,0 ,0,0
421,2015/3/25,0,0 ,0,0
421,2015/3/26,0,0 ,0,0
421,2015/3/27,0,0 ,0,0
421,2015/3/28,0,0 ,0,0
421,2015/3/29,0,0 ,0,0
421,2015/3/30,0,0 ,0,0
421,2015/3/31,0,0 ,0,0
421,2015/4/1,0,0 ,0,0
421,2015/4/2,0,0 ,0,0
421,2015/4/3,1,229 ,2,0
421,2015/4/4,2,252 ,2,0
421,2015/4/5,0,0 ,0,0
421,2015/4/6,0,0 ,0,0
421,2015/4/7,0,0 ,0,0
421,2015/4/8,0,0 ,0,0
421,2015/4/9,0,0 ,0,0
421,2015/4/10,0,0 ,0,0
421,2015/4/11,0,0 ,0,0
421,2015/4/12,0,0 ,0,0
421,2015/4/13,0,0 ,0,0
421,2015/4/14,0,0 ,0,0
421,2015/4/15,0,0 ,0,0
421,2015/4/16,0,0 ,0,0
421,2015/4/17,1,4 ,0,0
421,2015/4/18,0,0 ,0,0
421,2015/4/19,0,0 ,0,0
421,2015/4/20,0,0 ,0,0
421,2015/4/21,0,0 ,0,0
421,2015/4/22,0,0 ,0,0
421,2015/4/23,2,188 ,2,0
421,2015/4/24,0,0 ,0,0
421,2015/4/25,0,0 ,0,0
421,2015/4/26,0,0 ,0,0
421,2015/4/27,0,0 ,0,1
421,2015/4/28,0,0 ,0,0
421,2015/4/29,0,0 ,0,0
421,2015/4/30,1,297 ,2,0
421,2015/5/1,0,0 ,0,0
421,2015/5/2,0,0 ,0,0
421,2015/5/3,0,0 ,0,0
421,2015/5/4,0,0 ,0,0
421,2015/5/5,0,0 ,0,0
421,2015/5/6,0,0 ,0,0
421,2015/5/7,0,0 ,0,0
421,2015/5/8,0,0 ,0,0
421,2015/5/9,0,0 ,0,0
421,2015/5/10,0,0 ,0,0
421,2015/5/11,0,0 ,0,0
421,2015/5/12,0,0 ,0,0
421,2015/5/13,0,0 ,0,0
421,2015/5/14,1,282 ,2,0
421,2015/5/15,0,0 ,0,0
421,2015/5/16,0,0 ,0,0
421,2015/5/17,0,0 ,0,0
421,2015/5/18,0,0 ,0,0
421,2015/5/19,0,0 ,0,0
421,2015/5/20,0,0 ,0,0
